지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm)
108,서울,2024-04-30,18.6,16,2354,22.5,1417,,,
108,서울,2024-05-01,18.5,13.9,535,24,1552,,,
108,서울,2024-05-02,18.1,12.4,546,23.7,1457,,,
108,서울,2024-05-03,19.7,12.2,559,27.9,1618,,,
108,서울,2024-05-04,21.4,14.6,602,28.5,1402,.17,0,0
108,서울,2024-05-05,17.8,15.7,2351,20.6,1,20.08,3.9,8.1
108,서울,2024-05-06,13.9,13.4,1811,15.7,1,20.17,1.1,4.1
108,서울,2024-05-07,13.3,12.2,2357,15,1552,16.17,.3,1.2
108,서울,2024-05-08,14.7,9,554,21.4,1609,,,
108,서울,2024-05-09,16.1,10.9,517,21.8,1557,,,
108,서울,2024-05-10,17.9,12.5,534,23.8,1441,,,
108,서울,2024-05-11,17,14,2259,22,1227,9,1.8,7.7
108,서울,2024-05-12,16.6,11.9,556,21.6,1518,,,
108,서울,2024-05-13,18.3,11.9,603,24.5,1444,,,
108,서울,2024-05-14,18.8,12.7,559,24.7,1419,,,
108,서울,2024-05-15,12.6,7.2,2129,18.8,1002,10.5,.9,3.9
108,서울,2024-05-16,13.7,6.9,600,19.8,1613,1.75,.1,.3
108,서울,2024-05-17,18.3,10.8,535,24.9,1435,,,
108,서울,2024-05-18,20.7,16,551,26.5,1459,,,
108,서울,2024-05-19,21.5,15.9,534,27.9,1513,,,
108,서울,2024-05-20,19.4,16.8,2347,22.8,1251,,,
108,서울,2024-05-21,21.7,16.3,553,28.3,1654,,,
108,서울,2024-05-22,20.5,16.4,533,25.5,1453,,,
108,서울,2024-05-23,20.2,15.8,607,26.4,1554,,,
108,서울,2024-05-24,20.1,15.7,145,24.7,1726,,,
108,서울,2024-05-25,21.4,18.7,125,24.7,1248,,,
108,서울,2024-05-26,19.9,17,2342,23.7,1110,8.33,1.1,3
108,서울,2024-05-27,18.5,14.1,603,22.6,1504,,,
108,서울,2024-05-28,20.4,14.3,534,26.1,1704,,,
108,서울,2024-05-29,21.2,15.4,547,26.8,1502,,,
108,서울,2024-05-30,20.7,16.2,546,24.6,1544,,,
108,서울,2024-05-31,20.4,16.9,603,25.4,1507,1.75,1,1
108,서울,2024-06-01,20.7,17.5,529,25.2,1520,.67,0,0
108,서울,2024-06-02,20.4,15.7,551,25.8,1551,,,
108,서울,2024-06-03,22.2,15.7,520,28.7,1603,,,
108,서울,2024-06-04,22.8,16.3,527,29.3,1607,,,
108,서울,2024-06-05,23.6,18.1,517,30.1,1403,,,
108,서울,2024-06-06,24.1,19.3,602,31.4,1611,,,
108,서울,2024-06-07,23.1,18.3,544,28,1538,4.17,.6,.8
108,서울,2024-06-08,20.3,17.9,448,25,1730,11.5,3.5,12.4
108,서울,2024-06-09,22.9,17.4,555,28.8,1456,,,
108,서울,2024-06-10,24.7,19,531,31.1,1509,,,
108,서울,2024-06-11,25.4,21.7,2359,31.6,1542,,,
108,서울,2024-06-12,24.8,19.2,517,31.8,1423,,,
108,서울,2024-06-13,26.4,20,504,32.8,1544,,,
108,서울,2024-06-14,26.3,21.4,532,33,1425,,,
108,서울,2024-06-15,24.2,21.8,445,28.2,1629,6,3,5.1
108,서울,2024-06-16,24.3,19.9,535,29.5,1448,,,
108,서울,2024-06-17,24.8,18.9,527,30.2,1448,,,
108,서울,2024-06-18,26,20.4,544,32.9,1509,,,
108,서울,2024-06-19,28.8,21.4,509,35.8,1623,,,
108,서울,2024-06-20,29.4,23.4,518,35.4,1348,,,
108,서울,2024-06-21,28.1,22.9,513,33.9,1304,,,
108,서울,2024-06-22,24.2,22.6,1248,26.1,833,13.67,1.1,4.7
108,서울,2024-06-23,25.1,22.5,333,30.1,1402,8.42,3,3
108,서울,2024-06-24,24.3,21.2,2353,27.9,1308,.33,0,0
108,서울,2024-06-25,22.9,19.1,559,27.2,1431,,,
108,서울,2024-06-26,24.9,18.9,608,31.6,1640,,,
108,서울,2024-06-27,26.3,20.6,537,31.6,1300,,,
108,서울,2024-06-28,26.6,21.3,536,32.5,1449,,,
108,서울,2024-06-29,26.7,21.6,529,32.3,1408,5.42,6.1,20.7
108,서울,2024-06-30,23.5,22,947,24.9,1640,7.08,9.6,15.9
108,서울,2024-07-01,26.3,22,506,31.3,1537,,,
108,서울,2024-07-02,23.2,21.9,1214,25.2,1,17.25,5.6,24
108,서울,2024-07-03,24.7,23.6,735,25.9,1152,3.67,.3,1.2
108,서울,2024-07-04,26.8,23.2,620,30.6,1459,3.13,3,3.6
108,서울,2024-07-05,23.4,21.3,510,26.1,1655,6.92,2.6,3.3
108,서울,2024-07-06,25.1,22.1,542,30,1420,5.92,1.2,2
108,서울,2024-07-07,24.4,21.5,514,28.2,1327,5.17,9.4,26.8
108,서울,2024-07-08,23.8,23.1,2032,24.5,1535,17.83,3.9,7.1
108,서울,2024-07-09,24.5,22.7,513,26.7,1317,6.17,.1,.2
108,서울,2024-07-10,26.6,22.7,517,31.1,1326,3.92,.7,1.4
108,서울,2024-07-11,25.7,23.3,2354,28.9,1531,,,
108,서울,2024-07-12,25.6,21.8,550,30.2,1619,,,
108,서울,2024-07-13,28.1,23.5,550,33.3,1544,.5,0,0
108,서울,2024-07-14,28.4,24.9,654,32.1,1654,.47,.4,.4
108,서울,2024-07-15,28.4,24.5,524,31.3,1633,.17,0,0
108,서울,2024-07-16,27,24.6,2346,30.7,1227,9.93,5.3,7.3
108,서울,2024-07-17,25.4,24.1,355,28.1,1345,18.58,16.5,63.3
108,서울,2024-07-18,24.3,23.1,813,25.6,1,17.92,9.3,20.2
108,서울,2024-07-19,27,24.2,440,30.8,1454,3.83,.1,.1
108,서울,2024-07-20,27.2,25.1,443,30.6,1547,4.42,10.7,13.8
108,서울,2024-07-21,26.5,22.5,451,29.8,1808,8.47,2.3,4.2
108,서울,2024-07-22,26.6,24.3,1104,27.9,1,10.33,24.2,32.2
108,서울,2024-07-23,26.4,25.8,454,27.3,1517,6.33,.8,1
108,서울,2024-07-24,28.1,26,546,30.9,1355,6.25,10.2,12.4
108,서울,2024-07-25,28.8,25.4,2356,32.2,1551,2.67,9.8,15.1
108,서울,2024-07-26,28.7,25.2,137,32.7,1537,3,2.8,5
108,서울,2024-07-27,28.9,27.5,546,31.7,1244,4.92,10.9,15.1
108,서울,2024-07-28,29.2,27.3,445,32.2,1427,.33,0,0
108,서울,2024-07-29,27.4,26.8,2356,27.8,1,5.5,0,0
108,서울,2024-07-30,28.6,26.3,459,31.9,1441,,,
108,서울,2024-07-31,29.4,27,321,33.3,1540,,,
108,서울,2024-08-01,29.9,27.3,442,33.2,1520,1.42,.3,.3
108,서울,2024-08-02,29.6,28.2,549,32.5,1608,,,
108,서울,2024-08-03,30.2,27.2,425,34.2,1528,,,
108,서울,2024-08-04,31.8,27.3,542,36.2,1448,,,
108,서울,2024-08-05,30,26.9,2358,33.7,1522,3.53,.5,.8
108,서울,2024-08-06,29.5,25.6,539,33.5,1546,.75,0,0
108,서울,2024-08-07,29.6,27.2,536,33.4,1602,1.33,3.2,3.4
108,서울,2024-08-08,28.5,26.9,2353,31.6,1708,1.83,0,0
108,서울,2024-08-09,29.3,25.6,442,33.6,1420,,,
108,서울,2024-08-10,30,26.4,530,33.6,1335,,,
108,서울,2024-08-11,30.8,27.8,558,34.4,1521,,,
108,서울,2024-08-12,31.1,28.2,608,34.1,1512,,,
108,서울,2024-08-13,31.3,28.1,520,36.4,1501,2.08,0,0
108,서울,2024-08-14,30,27.3,2002,34.9,1438,1.75,2.7,3
108,서울,2024-08-15,29.2,26.7,546,34.6,1541,3.25,4.9,6.1
108,서울,2024-08-16,29.8,26.8,418,34.3,1340,.25,0,0
108,서울,2024-08-17,29.8,27.2,559,34,1514,1.5,7.4,11
108,서울,2024-08-18,29.5,27,525,33.9,1253,1.08,0,0
108,서울,2024-08-19,29.7,26.3,607,35.3,1355,.92,2.2,2.3
108,서울,2024-08-20,31.4,27,331,35.4,1519,.25,0,0
108,서울,2024-08-21,28.4,26.9,653,30.8,1,12.75,6.3,14.7
108,서울,2024-08-22,28.6,27.1,2211,30.3,1251,4.42,.5,.5
108,서울,2024-08-23,28.4,26.4,550,31.8,1418,.5,0,0
108,서울,2024-08-24,27.6,25.1,612,30.9,1628,3.42,.8,1.5
108,서울,2024-08-25,28.5,24.9,612,32.7,1558,,,
108,서울,2024-08-26,28.1,25.6,554,30.6,1509,.25,0,0
108,서울,2024-08-27,26.5,24.6,953,30.3,1638,5.58,.2,.3
108,서울,2024-08-28,28.2,23,559,33.2,1623,,,
108,서울,2024-08-29,28.4,23.4,624,33.5,1416,,,
108,서울,2024-08-30,28,23.7,604,32.9,1415,,,
108,서울,2024-08-31,27.6,22.6,639,33,1553,,,
108,서울,2024-09-01,27.1,24.6,557,31.6,1458,,,
108,서울,2024-09-02,24.5,22.2,709,26.9,1701,5.42,1,2
108,서울,2024-09-03,27,23.2,625,32,1453,,,
108,서울,2024-09-04,27.9,23.2,557,33.3,1559,,,
108,서울,2024-09-05,26.3,25.6,1903,28.8,1030,4.42,2.6,4.7
108,서울,2024-09-06,24,23.3,1211,25.7,1,9.75,.3,.3
108,서울,2024-09-07,26.5,22.8,621,31.3,1432,.42,0,0
108,서울,2024-09-08,27.2,22.6,635,32.8,1528,,,
108,서울,2024-09-09,28.5,24.1,420,34.1,1445,,,
108,서울,2024-09-10,29.4,25.6,600,33.9,1535,,,
108,서울,2024-09-11,29,25.4,618,34.6,1240,2.25,.2,.4
108,서울,2024-09-12,25.4,24.8,2121,27.1,1,18.83,2.6,7.8
108,서울,2024-09-13,25.9,24.2,413,28,1243,18.67,1.1,2.6
108,서울,2024-09-14,28,25.2,657,32.2,1630,.33,0,0
108,서울,2024-09-15,27.5,24.2,2346,32.4,1520,,,
108,서울,2024-09-16,26.8,21.3,738,32.2,1453,3,3.6,8
108,서울,2024-09-17,28.6,25.8,556,33.2,1507,,,
108,서울,2024-09-18,29.4,26.5,434,33.6,1445,.5,.6,.7
108,서울,2024-09-19,29.1,25.6,632,32.6,1515,,,
108,서울,2024-09-20,25,17.9,2345,28.6,1,15.33,5.2,15.8
108,서울,2024-09-21,19.3,17.1,749,21.9,1528,8.83,4.9,10.4
108,서울,2024-09-22,21,16.9,523,26.7,1520,,,
108,서울,2024-09-23,20.8,16.6,603,26.1,1544,,,
108,서울,2024-09-24,21,15.6,638,26.9,1535,,,
108,서울,2024-09-25,23.3,18.6,312,27.3,1424,.5,0,0
108,서울,2024-09-26,23.6,21.1,645,28,1505,3.58,.9,1.1
108,서울,2024-09-27,22.7,19.1,643,28,1534,,,
108,서울,2024-09-28,23.2,19.2,613,27.9,1359,,,
108,서울,2024-09-29,23.5,19.1,622,29,1446,,,
108,서울,2024-09-30,23,18.3,622,28.5,1532,,,
108,서울,2024-10-01,18.3,13.3,2400,21.7,1,4.5,1.3,2.1
108,서울,2024-10-02,14.9,11.6,649,19.9,1536,,,
108,서울,2024-10-03,16.4,10.8,618,22.5,1307,,,
108,서울,2024-10-04,17.6,11.9,642,24.2,1454,,,
108,서울,2024-10-05,17.5,11.6,601,24.4,1510,,,
108,서울,2024-10-06,15.4,12.3,546,17.9,1500,2.67,0,0
108,서울,2024-10-07,16.9,14,652,20.7,1312,,,
108,서울,2024-10-08,17.7,12.7,710,23.9,1505,,,
108,서울,2024-10-09,18.8,13.9,629,24.4,1402,,,
108,서울,2024-10-10,18.8,15.3,611,24.1,1547,.17,0,0
108,서울,2024-10-11,18.6,13.9,702,24.4,1451,,,
108,서울,2024-10-12,18.3,13.4,657,24.7,1535,,,
108,서울,2024-10-13,18.3,12.6,625,22.6,1535,,,
108,서울,2024-10-14,19.3,17.6,309,21.5,1444,1.5,0,0
108,서울,2024-10-15,19.2,17.6,612,21.9,1511,5.58,.2,.4
108,서울,2024-10-16,18.2,14.4,628,24.2,1449,,,
108,서울,2024-10-17,19,13.8,402,25.7,1512,,,
108,서울,2024-10-18,17.4,16.2,1955,18.8,930,11.33,9,20.9
108,서울,2024-10-19,16.6,12.4,2341,21.1,1151,2.08,.3,.9
108,서울,2024-10-20,13.4,10.5,709,17.8,1421,,,
108,서울,2024-10-21,14.8,9.7,233,19.3,1513,2.33,0,0
108,서울,2024-10-22,15.5,14.9,644,16.6,2155,21.5,1.4,3.6
108,서울,2024-10-23,12.7,9.4,2356,15.5,1341,5.5,.7,2
108,서울,2024-10-24,12.5,7.1,650,18.4,1501,,,
108,서울,2024-10-25,14.9,8.7,701,21.5,1416,,,
108,서울,2024-10-26,17,10.7,644,24,1552,,,
108,서울,2024-10-27,16,14,2400,18.8,1314,.58,0,0
108,서울,2024-10-28,15.7,12.3,416,20.4,1504,.13,0,0
108,서울,2024-10-29,15,13.4,504,18.3,1529,1,0,0
108,서울,2024-10-30,15.7,11.4,709,21.4,1405,,,
108,서울,2024-10-31,15.9,11,714,22.6,1455,,,
108,서울,2024-11-01,15.3,12.9,321,18.7,1454,,,
108,서울,2024-11-02,18.1,13,658,25.1,1510,,,
108,서울,2024-11-03,17.6,13,655,23.5,1347,.15,,
108,서울,2024-11-04,14.8,8.9,2354,18.3,1228,.5,,
108,서울,2024-11-05,9.1,5.6,737,14.7,1423,,,
108,서울,2024-11-06,7.5,4.1,628,12.5,1430,,,
108,서울,2024-11-07,7.8,1.6,707,15.7,1515,,,
108,서울,2024-11-08,10.2,3.1,629,18.1,1501,,,
108,서울,2024-11-09,12.9,6.8,607,20.3,1436,,,
108,서울,2024-11-10,14.4,10.3,536,21,1520,,,
108,서울,2024-11-11,14.6,9.7,743,21.8,1430,,,
108,서울,2024-11-12,14.3,11,2359,19.2,1520,,,
108,서울,2024-11-13,14.2,8.3,711,21.3,1433,,,
108,서울,2024-11-14,14.8,13.2,419,16.8,1434,4,,
108,서울,2024-11-15,17,13.7,109,21.5,1550,.75,,
108,서울,2024-11-16,17,14.4,2358,22.6,1316,5.92,,
108,서울,2024-11-17,7,2.1,2400,14.4,1,,,
108,서울,2024-11-18,2.8,-.7,721,7.9,1456,,,
108,서울,2024-11-19,5.7,.3,1,11.3,1418,,,
108,서울,2024-11-20,6.5,2.4,445,9.6,1206,,,
108,서울,2024-11-21,9.7,6,631,14.1,1319,1.83,,
108,서울,2024-11-22,6.2,3.3,801,10.6,1451,,,
108,서울,2024-11-23,6.4,1.5,711,12.6,1425,,,
108,서울,2024-11-24,7.4,2.6,729,14.2,1529,,,
108,서울,2024-11-25,10.1,3.6,459,15.4,1412,.42,,
108,서울,2024-11-26,5.8,1,2348,12.7,1,21.67,,
108,서울,2024-11-27,-.4,-1.3,742,1.2,48,19.17,,
108,서울,2024-11-28,.8,-1.7,2347,3.4,1307,8.83,,
108,서울,2024-11-29,.2,-3.4,709,3.4,1306,2.58,,
108,서울,2024-11-30,2.5,-.5,637,5.6,1446,1.42,,
108,서울,2024-12-01,5.2,1.6,444,8.2,1411,2.08,,
108,서울,2024-12-02,6.4,.6,2359,13,1403,.25,,
108,서울,2024-12-03,1.3,-2.4,740,5.2,1438,1.08,,
108,서울,2024-12-04,3.1,-.6,808,6.9,1447,.5,,
108,서울,2024-12-05,3.9,-.1,653,8.8,1339,.88,,
108,서울,2024-12-06,2.1,-.4,2352,5.2,1259,,,
108,서울,2024-12-07,.2,-2.5,640,4.6,1343,,,
108,서울,2024-12-08,-.2,-3.9,644,4.1,1451,,,
108,서울,2024-12-09,1,-3.8,622,7.4,1420,,,
108,서울,2024-12-10,2.6,-1.9,754,6.9,1513,,,
108,서울,2024-12-11,3,.2,2357,8.2,1450,,,
108,서울,2024-12-12,.5,-3.2,719,5.4,1331,,,
108,서울,2024-12-13,1,-1.5,2350,4.5,1439,,,
108,서울,2024-12-14,-.8,-3.6,749,2.5,1525,,,
108,서울,2024-12-15,1.2,-2.2,2355,5.4,1315,.33,,
108,서울,2024-12-16,-.2,-3.3,548,3.9,1238,4.75,,
108,서울,2024-12-17,-.8,-3.5,2353,3.8,1548,,,
108,서울,2024-12-18,-3.4,-6.2,739,.9,1520,,,
108,서울,2024-12-19,-1.4,-6.7,752,4.9,1451,,,
108,서울,2024-12-20,1.4,-2.1,436,5.3,1425,4.07,,
108,서울,2024-12-21,-.7,-4.7,2335,1.9,453,6.25,,
108,서울,2024-12-22,-3.4,-7.7,806,1,1540,,,
108,서울,2024-12-23,.3,-5,706,6.7,1442,,,
108,서울,2024-12-24,-.4,-4.3,725,5.1,1524,,,
108,서울,2024-12-25,2.7,-1.1,449,6.5,1424,.5,,
108,서울,2024-12-26,.1,-4.8,2356,4.2,1,.25,,
108,서울,2024-12-27,-2.6,-5.9,736,1.8,1403,2,,
108,서울,2024-12-28,-3,-6.7,821,1.1,1508,,,
108,서울,2024-12-29,1.1,-4.2,808,6.1,1417,,,
108,서울,2024-12-30,5.5,1.9,26,10.1,1234,.25,,
108,서울,2024-12-31,.6,-2,821,4.9,4,.33,,
108,서울,2025-01-01,2.6,-2.5,441,8.9,1540,,,
108,서울,2025-01-02,.5,-2.9,804,6,1507,,,
108,서울,2025-01-03,-1.1,-5.1,522,3.2,1551,.5,,
108,서울,2025-01-04,-.1,-5.4,752,5.7,1503,,,
108,서울,2025-01-05,1.2,-.7,109,2.5,2353,9,,
108,서울,2025-01-06,1,-3,2336,3.4,1323,3.03,,
108,서울,2025-01-07,-2.6,-5.7,800,1.5,1437,1,,
108,서울,2025-01-08,-3.4,-6.1,2344,.2,1452,1.25,,
108,서울,2025-01-09,-9.7,-11.6,2322,-6.1,1,.25,,
108,서울,2025-01-10,-7.3,-12.2,721,-1.7,1553,,,
108,서울,2025-01-11,-5.1,-9.5,752,.4,1502,,,
108,서울,2025-01-12,-3.4,-8.2,748,2.5,1411,,,
108,서울,2025-01-13,-.4,-5.6,555,4.1,1330,7.42,,
108,서울,2025-01-14,2.3,-1.7,2355,5.2,1305,1.58,,
108,서울,2025-01-15,-3.5,-5.3,802,-.5,1517,,,
108,서울,2025-01-16,-.5,-4.9,1,2.8,1448,2,,
108,서울,2025-01-17,-.5,-4.9,750,5.6,1615,,,
108,서울,2025-01-18,1,-4,756,7.5,1340,,,
108,서울,2025-01-19,3.8,-1.2,148,9,1418,,,
108,서울,2025-01-20,3.9,.9,2346,7.5,1447,.17,,
108,서울,2025-01-21,2.4,-1,809,6.3,1400,,,
108,서울,2025-01-22,3.6,.5,2353,7.7,1529,,,
108,서울,2025-01-23,2,-2.4,710,7.7,1526,,,
108,서울,2025-01-24,3.1,-2.7,815,10.6,1542,,,
108,서울,2025-01-25,5.2,1.2,536,11.4,1404,,,
108,서울,2025-01-26,4.6,1.8,619,7.5,1330,,,
108,서울,2025-01-27,.2,-2.7,2357,5.1,1,22.35,,
108,서울,2025-01-28,-3.9,-5.3,2331,-2.5,1457,22.58,,
108,서울,2025-01-29,-4.6,-6.4,823,-1.3,1351,11.75,,
108,서울,2025-01-30,-3.8,-7.5,746,-1,1240,,,
108,서울,2025-01-31,-.8,-2.6,647,.7,2317,17.92,,
108,서울,2025-02-01,1.6,-2,645,7.9,1558,,,
108,서울,2025-02-02,1.5,-2.5,808,6.8,1537,.08,,
108,서울,2025-02-03,-4.1,-8.2,2327,.6,1,,,
108,서울,2025-02-04,-9,-11.5,753,-5.3,1508,,,
108,서울,2025-02-05,-8.6,-11.8,440,-3.7,1454,,,
108,서울,2025-02-06,-5.6,-11.5,358,-.2,1332,2.75,,
108,서울,2025-02-07,-8,-10.7,2243,-4.7,310,6.17,,
108,서울,2025-02-08,-7.9,-11.5,555,-3.4,1617,,,
108,서울,2025-02-09,-4.7,-9.6,716,1.7,1513,,,
108,서울,2025-02-10,-2.6,-7.5,710,2.6,1554,1.58,,
108,서울,2025-02-11,.5,-5.7,710,7,1459,,,
108,서울,2025-02-12,.5,-2.9,2346,2.5,1551,12.5,,
108,서울,2025-02-13,.2,-5.8,643,6.1,1511,,,
108,서울,2025-02-14,3.7,-1.6,746,10.1,1517,,,
108,서울,2025-02-15,4.1,.4,701,7.8,1459,,,
108,서울,2025-02-16,4.3,.4,2359,9.7,1351,,,
108,서울,2025-02-17,-.3,-3.4,2357,3.5,1530,,,
108,서울,2025-02-18,-2.3,-5.2,738,2.6,1505,,,
108,서울,2025-02-19,-3,-5.8,357,1.2,1523,,,
108,서울,2025-02-20,-2.9,-6.5,634,1.9,1605,,,
108,서울,2025-02-21,-2.5,-6.4,502,2.6,1418,,,
108,서울,2025-02-22,-2.3,-5.6,434,2.7,1355,,,
108,서울,2025-02-23,-3.6,-6.5,502,.5,1529,,,
108,서울,2025-02-24,-1.3,-6.3,407,4.7,1554,,,
108,서울,2025-02-25,2.1,-3.1,728,6.1,1251,,,
108,서울,2025-02-26,3.7,.7,2326,9.1,1527,,,
108,서울,2025-02-27,5.8,-2,717,14.2,1454,,,
108,서울,2025-02-28,7.8,3.7,604,13.7,1539,,,
108,서울,2025-03-01,8.5,3.4,552,13,1213,1.5,,
108,서울,2025-03-02,8.3,2.2,2349,15.6,1310,9.42,,
108,서울,2025-03-03,3.1,1,633,7.1,1311,7.33,,
108,서울,2025-03-04,2.5,.9,1018,3.4,1707,8.75,,
108,서울,2025-03-05,4.8,2.3,707,9.2,1605,.5,,
108,서울,2025-03-06,4.8,-.4,721,10.4,1547,,,
108,서울,2025-03-07,5.3,0,706,11.1,1519,,,
108,서울,2025-03-08,5.8,2.8,732,11.2,1440,,,
108,서울,2025-03-09,6.9,1.2,717,13.5,1636,,,
108,서울,2025-03-10,8,2.4,544,14.9,1503,,,
108,서울,2025-03-11,9.4,2.9,655,16.6,1532,,,
108,서울,2025-03-12,8.5,6.7,548,11.8,1315,1.08,,
108,서울,2025-03-13,8.9,3.2,703,15,1632,,,
108,서울,2025-03-14,12.4,5,703,20.1,1515,,,
108,서울,2025-03-15,12.6,10,709,17.2,1437,.75,,
108,서울,2025-03-16,4.9,1.3,2331,10.1,1,9,,
108,서울,2025-03-17,2.5,-1.3,631,6.8,1350,3.92,,
108,서울,2025-03-18,2.1,.3,711,5.6,1636,12.92,,
108,서울,2025-03-19,2.4,-1.9,543,7.3,1459,,,
108,서울,2025-03-20,8.2,2.2,1,15,1448,,,
108,서울,2025-03-21,11.6,7.9,125,18.7,1555,,,
108,서울,2025-03-22,12.8,6.1,645,19.9,1504,,,
108,서울,2025-03-23,15.2,7.1,615,24,1427,,,
108,서울,2025-03-24,15.5,11.7,2324,21.3,1349,.67,,
108,서울,2025-03-25,12.7,8.4,2353,21.4,1353,,,
108,서울,2025-03-26,15.5,6,535,23.9,1639,,,
108,서울,2025-03-27,13.7,7.1,2359,18.6,11,4.83,,
108,서울,2025-03-28,6.5,3.1,2358,11.8,1335,,,
108,서울,2025-03-29,3.3,.6,629,6.7,1502,2.25,,
108,서울,2025-03-30,3.3,-1.8,649,7.6,1704,4.67,,
108,서울,2025-03-31,7.7,1.2,612,14.1,1542,,,
108,서울,2025-04-01,10.1,3.9,638,17,1444,,,
108,서울,2025-04-02,8.9,5.2,558,14.4,1157,.32,0,0
108,서울,2025-04-03,9.8,3.6,630,16.9,1455,,,
108,서울,2025-04-04,10.6,6,630,16.4,1407,,,
108,서울,2025-04-05,8,7.5,1646,9.5,1,18.22,1.1,4.3
108,서울,2025-04-06,10.3,6.9,642,15.7,1508,.33,0,0
108,서울,2025-04-07,13.5,5.5,649,20.1,1428,,,
108,서울,2025-04-08,13.8,10.7,622,18.9,1533,,,
108,서울,2025-04-09,12.7,8.4,628,18,1313,2.52,.5,.8
108,서울,2025-04-10,13.2,8.8,657,19.1,1515,3.42,0,0
108,서울,2025-04-11,16.2,8.1,617,24.2,1453,,,
108,서울,2025-04-12,12.9,1.4,2329,22.5,1135,11.17,1,4.2
108,서울,2025-04-13,5.5,1.1,45,8.2,1002,6.47,.6,2.7
108,서울,2025-04-14,4.4,2.6,304,6,1110,11.88,2,3.9
108,서울,2025-04-15,8.2,2.3,432,14,1504,,,
108,서울,2025-04-16,14.6,6.4,330,21.9,1435,,,
108,서울,2025-04-17,19.7,15.8,618,24.7,1328,,,
108,서울,2025-04-18,18.6,15.4,902,23.7,1621,.83,0,0
108,서울,2025-04-19,15.3,12.2,2352,20,1311,11.5,1.6,3.6
108,서울,2025-04-20,16.7,9.5,543,24.1,1617,,,
108,서울,2025-04-21,20.7,14.2,503,27.1,1518,,,
108,서울,2025-04-22,17.8,14.2,2358,20.4,1,11.53,2.5,8.4
108,서울,2025-04-23,16.8,10.9,558,22.9,1410,,,
108,서울,2025-04-24,14.7,10.7,2352,19.6,1434,,,
108,서울,2025-04-25,12.5,7.7,555,17.8,1357,,,
108,서울,2025-04-26,13.8,7.2,601,20,1351,,,
108,서울,2025-04-27,14.9,10.7,245,19.1,1419,,,
108,서울,2025-04-28,15.1,10.3,636,20.2,1535,,,
108,서울,2025-04-29,14.8,8.2,538,21,1353,,,
108,서울,2025-04-30,18.4,10,558,25.8,1419,,,
108,서울,2025-05-01,14.7,11.3,2355,17.6,744,7.6,2.5,9
108,서울,2025-05-02,13.4,8.2,600,18.5,1530,.75,0,0
108,서울,2025-05-03,11.2,9.5,708,14,1353,11.55,.6,2.2
108,서울,2025-05-04,13.7,8.2,417,19.9,1418,,,
108,서울,2025-05-05,12.1,9.3,317,15,1350,,,
108,서울,2025-05-06,14.4,8.5,450,19.5,1630,,,
108,서울,2025-05-07,14.9,9.9,554,21.1,1439,,,
108,서울,2025-05-08,17.4,9.7,602,24.9,1543,,,
108,서울,2025-05-09,15.1,14.1,1330,17.4,8,17.17,1.4,3.6
108,서울,2025-05-10,12.3,11.6,831,15.3,110,16.25,.8,2.7
108,서울,2025-05-11,14.7,11.4,206,20.2,1643,.83,0,0
108,서울,2025-05-12,17,9.8,543,23.6,1635,,,
108,서울,2025-05-13,19.9,13.3,512,25.8,1309,,,
108,서울,2025-05-14,21,14.1,547,26.7,1437,.5,0,0
108,서울,2025-05-15,19.5,16.8,922,22.2,1621,9.5,.1,.4
108,서울,2025-05-16,19.4,17.8,2339,22,1437,18.58,7.7,14.2
108,서울,2025-05-17,18.3,14.7,2351,24.3,1305,6.08,1.1,2.2
108,서울,2025-05-18,15.6,11.4,541,21,1459,,,
108,서울,2025-05-19,16.1,10.5,357,20.9,1538,5.08,.3,.8
108,서울,2025-05-20,22.2,17.4,1,27.3,1513,10.17,.2,.7
108,서울,2025-05-21,25.5,22.3,2345,30.8,1417,,,
108,서울,2025-05-22,23.9,20,734,28.5,1536,2.75,.5,.7
108,서울,2025-05-23,19.4,15.4,2343,22.2,1,4.67,.4,.8
108,서울,2025-05-24,15.6,13,537,19.3,1708,5.83,.6,2.4
108,서울,2025-05-25,17.4,11.7,504,22.6,1607,,,
108,서울,2025-05-26,19.7,13,544,26.2,1505,,,
108,서울,2025-05-27,20.8,14.7,539,27,1427,,,
108,서울,2025-05-28,20.8,16.3,529,26.9,1528,.68,0,0
108,서울,2025-05-29,21.2,15.3,540,27.3,1557,,,
108,서울,2025-05-30,22.2,16.7,605,28.3,1535,,,
108,서울,2025-05-31,21.5,16.4,528,27,1517,,,
108,서울,2025-06-01,22.6,17,550,29.3,1508,,,
108,서울,2025-06-02,21,19.2,513,23.1,1529,5.67,0,0
108,서울,2025-06-03,20.9,17,2358,25.3,1216,,,
108,서울,2025-06-04,20.5,15.2,512,25.3,1246,,,
108,서울,2025-06-05,21.7,15.6,605,27.1,1432,,,
108,서울,2025-06-06,24.1,17.7,531,30,1347,,,
108,서울,2025-06-07,23.7,19.8,507,28.2,1600,1.43,.1,.6
108,서울,2025-06-08,25.1,21.4,520,30.4,1355,2.42,.6,.6
108,서울,2025-06-09,24.2,20.6,534,30.2,1513,.42,0,0
108,서울,2025-06-10,21.7,18.8,2357,25.3,1659,.08,0,0
